accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
https://fm-digital-assets.fieldmuseum.org/2542/877/C2079856F.jpg,C2079856F,Ynes Mexia,Y. Mexia,N/A,4841,"July 6, 1930",1930-07-06,N/A,Isopterygium brachyneuron (C.M.) Mitt. ex P.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,Viçosa. Agricultural College lands. Horticultural Hill,"Agricultural College lands, Horticultural Hill",Cut over woods near base. On rotting log,log,670 m,N/A,870837,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/879/C2079858F.jpg,C2079858F,R. S. Williams,R. S. Williams,N/A,2095,"Nov.29, 1901",1901-11-29,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Bolivia,La Paz,N/A,San Buenaventura,San Buena Ventura,[precise locality unknown],On bark,bark,1900 meters,N/A,1039993,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2542/881/C2079859F.jpg,C2079859F,R. S. Williams,R. S. Williams,N/A,2059,23 Jan. 1902,1902-01-23,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Bolivia,La Paz,N/A,N/A,Tumupasa,Tumupasa,N/A,N/A,N/A,N/A,1017412,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/919/C2010970F.jpg,C2010970F,Hagen,Hagen,N/A,s.n.,27/7 1907,1907-07-27,N/A,Pogonatum urnigerum (L.) var. ad humile (Wahlenb.),Pogonatum urnigerum (L.) var. ad humile (Wahlenb.),N/A,N/A,N/A,Norway,Trøndelag,N/A,Oppdal,"Søndre Trondlijenis, Opdal, Varstigen","Søndre Trondlijenis, Varstigen",N/A,N/A,mtr. 900,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/921/C2010972F.jpg,C2010972F,G. E. Hunt,G. E. Hunt,N/A,s.n.,s.d.,s.d.,N/A,Pogonatum urnigerum Brid,Pogonatum urnigerum Brid,N/A,N/A,N/A,England,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2550/925/C2000534F.jpg,C2000534F,Fitzgerald,Fitzgerald,N/A,s.n.,1878,1878-00-00,N/A,Pogonatum urnigerum,Pogonatum urnigerum (Hedw.) P. Beauv.,N/A,N/A,N/A,France,Occitanie,N/A,N/A,Pyrenées: Gorge de Jeret,"Pyrenées, Gorge de Jeret",N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/927/C2000536F.jpg,C2000536F,Wm. Mitten,W. Mitten,N/A,s.n.,Mch 1847,1847-03-00,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,England,Sussex,N/A,N/A,Stanley Hill Near Blackdown,Stanley Hill near Blackdown,N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/929/C2000538F.jpg,C2000538F,Holme,Holme,N/A,s.n.,1887,1887-00-00,N/A,Pogonat. urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,England,Devon,N/A,Plymouth,Plymouth Devon,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/933/C2000542F.jpg,C2000542F,Jeanpert,Jeanpert,N/A,s.n.,29/4/94,1894-04-29,N/A,Pogonatum urnigerum P.B.,Pogonatum urnigerum P.B.,N/A,N/A,N/A,France,Hauts-de France,N/A,N/A,"Villers Cotterets route de Soissons,carriere de Sable","Villers-Cotterêts, route de Soissons, carrière de Sable",N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/935/C2000932F.jpg,C2000932F,C. Müller,C. Müller,N/A,s.n.,9. Sept. 1905,1905-09-09,N/A,Pogonatum urnigerum (L.) Pal. Beauv. c. fr.,Pogonatum urnigerum (L.) Pal. Beauv. c. fr.,N/A,N/A,N/A,Germany,Baden-Wurttemberg,N/A,N/A,Zwischen Rinken und Seebrück am Feldberge,Zwischen Rinken und Seebrück am Feldberge,Auf Erde in Felsritzen,rock,etwa 1250 m s. m.,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/937/C2000934F.jpg,C2000934F,Zd.Pilous,Z. Pilous,N/A,s.n.,V.1946,1946-05-00,N/A,Pogonatum urnigerum PB.,Pogonatum urnigerum PB.,N/A,N/A,N/A,Czech Republic,Liberec,N/A,N/A,Bohemia.Montes Krkonoše prope pagum Hoření Vrchlabí,"Montes Krkonoše, prope pagum Hoření Vrchlabí",In declivis graminosis silvaticis,N/A,ca. 580 m,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/939/C2000936F.jpg,C2000936F,James Thompson,J. Thompson,N/A,s.n.,Nov 1842,1842-11-00,N/A,Polytrichum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,Scotland,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/941/C2000938F.jpg,C2000938F,Philippe,Philippe,N/A,s.n.,s.d.,s.d.,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,France,Occitania,N/A,N/A,Peña de Lheris,Peña de Lheris,N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/943/C2000940F.jpg,C2000940F,Garriques,Garriques,N/A,s.n.,1848,1848-00-00,N/A,"Pogonatum urnigerum, Beauv.","Pogonatum urnigerum, Beauv.",N/A,N/A,N/A,Germany,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/946/C2000943F.jpg,C2000943F,C. Jensen,C. Jensen,N/A,s.n.,25/1o 19o1,1901-10-25,N/A,Pogonatum urnigerum (Hedw.) PB.,Pogonatum urnigerum (Hedw.) PB.,C. Jensen,N/A,N/A,Denmark,Zealand,N/A,N/A,Magistratskoven by Hvalsø,Magistratskoven by Hvalsø,In a gravel-pit,rock,N/A,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/948/C2000945F.jpg,C2000945F,Jeanpert,Jeanpert,N/A,s.n.,15 Octobre 1893,1893-10-15,N/A,Pogonatum urnigerum P.B.,Pogonatum urnigerum P.B.,N/A,N/A,N/A,France,Hauts-de-France,N/A,N/A,"Villers Cotterets, routede Soissons, carriere de Sable près la route du faeta","Villers-Cotterêts, route de Soissons, carrière de Sable près la route du Faeta",Forêt,N/A,N/A,N/A,N/A,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2550/950/C2000947F.jpg,C2000947F,Restein,Restein,N/A,s.n.,1896,1896-00-00,N/A,Pogonatum urnigerum P.B.,Pogonatum urnigerum P.B.,N/A,N/A,N/A,France,Normandy,N/A,N/A,Sourdeval (Manche),"Manche, Sourdeval",N/A,N/A,N/A,N/A,N/A,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2550/952/C2000949F.jpg,C2000949F,Bridel,Bridel,N/A,s.n.,s.d.,s.d.,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,Scotland,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2550/954/C2010614F.jpg,C2010614F,M. Onraedt,M. Onraedt,N/A,76.L.8693,18.07.1976,1976-07-18,N/A,"Pogonatum urnigerum P. Beauv., Schimp.","Pogonatum urnigerum P. Beauv., Schimp.",M. Onraedt,N/A,N/A,Switzerland,Valais,N/A,N/A,"Val d'Herens, á La Forclase","Val d'Herens, a La Forclase",Sur talus ensoleilli,N/A,ca.1750 m,N/A,N/A,Handwritten,no type status
https://fm-digital-assets.fieldmuseum.org/2550/956/C2010616F.jpg,C2010616F,M. Onraedt,M. Onraedt,N/A,76.S.1580,27/07/1976,1976-07-27,N/A,Pogonatum urnigerum(P.Beauv.)Schimp,Pogonatum urnigerum(P.Beauv.)Schimp,FMO,N/A,N/A,Switzerland,Valais,N/A,N/A,"Val d'Herens, entre St. Martin et Mase","Val d'Herens, entre Saint Martin et Mase",Talus forestier,N/A,1600 m,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/958/C2010618F.jpg,C2010618F,Barnes,Barnes,N/A,s.n.,Feb. 1868,1868-02-00,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,England,Westmoreland,N/A,N/A,Westmoreland,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/960/C2010620F.jpg,C2010620F,Jack,Jack,N/A,s.n.,25. August 1850,1850-08-25,N/A,Pogonatum urnigerum (L.) Pal. Beauv.,Pogonatum urnigerum (L.) Pal. Beauv.,N/A,N/A,N/A,Germany,Baden-Württemberg,N/A,N/A,An Waldgräben bei Salem,Bei Salem,An Waldgräben,N/A,N/A,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/962/C2010622F.jpg,C2010622F,Dr. Hepp,Hepp,N/A,s.n.,17. October 1862,1862-10-17,N/A,Pogonatum urnigerum (L.) Pal. Beauv.,Pogonatum urnigerum (L.) Pal. Beauv.,N/A,N/A,N/A,Germany,Baden-Württemberg,N/A,N/A,An einem Waldrande auf dem rothen Sandsteinbruche Oberlab Degerfelden,Auf dem rothen Sandsteinbruche Oberlab Degerfelden,An einem Waldrande,N/A,N/A,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/964/C2010624F.jpg,C2010624F,Schenk,Schenk,N/A,s.n.,September 1862,1862-09-00,N/A,Pogonatum urnigerum (L.) Pal. Beauv.,Pogonatum urnigerum (L.) Pal. Beauv.,N/A,N/A,N/A,Switzerland,Schaffhausen,N/A,N/A,Bei Schaffhausen,Bei Schaffhausen,In Hohlwegen,N/A,N/A,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/966/C2010626F.jpg,C2010626F,C. Jensen,C. Jensen,N/A,s.n.,"November 21, 1904",1904-11-21,N/A,Pogonatum urnigerum (Hedw.) PB. c. fr.,Pogonatum urnigerum (Hedw.) PB. c. fr.,C. Jensen,N/A,N/A,Denmark,Zealand,N/A,N/A,Magistratskoven south of Hvalsö,"Magistratskoven, south of Hvalsö",Sandy soil,soil,N/A,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/968/C2010974F.jpg,C2010974F,P. Allorge,P. Allorge,N/A,s.n.,22. VIII. 1927,1927-08-22,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,"Blasia pussila L., Peilia epiphylla (L.) Lindb., Alicularia scalaris (Schr.) Corda, Dichodontium pellucidum (L. pp.) Schimp. Rhyttidiadelphus loreus (Dill., L.) Warnst.",Spain,Navarra,N/A,N/A,Puerto de Ibañeta (Navarra),Puerto de Ibañeta,Talus argileux (schistes),talus,ca. 1.050 m,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/970/C2010976F.jpg,C2010976F,Zd.Pilous,Z. Pilous,N/A,s.n.,VII.1949,1949-07-00,N/A,Pogonatum urnigerum Pal. var.humile Brid.,Pogonatum urnigerum Pal. var.humile Brid.,N/A,N/A,N/A,Slovakia,N/A,N/A,N/A,Montes Nízké Tatry:In terra montis Dumbier,"Montes Nízké Tatry, in terra montis Dumbier",N/A,N/A,ca 1840 m,N/A,N/A,Typed,no type status
https://fm-digital-assets.fieldmuseum.org/2550/990/C1042257F.jpg,C1042257F,S. Churchill et al.,S. Churchill,N/A,22853,12 May 2004,2004-05-12,N/A,Neckera scabridens C. Müller,Neckera scabridens C. Müller,S. Churchill,Jun 2004,N. chilensis,Bolivia,Chuquisaca,N/A,Belisario Boeto,"Belisario Boeto, Monte Grande, ca. 32 km de Villa Serrano","Monte Grande, ca. 32 kilometros de Villa Serrano","Bosque montano de yungas con Prumnopitys exigua, Podocarpus, Mycianthes",twigs,2740 m,"18°43'43""S 64°29'07""W",1183467,Typed,no type status
https://zenodo.org/record/1486506/files/K000931304.jpg,K000931304,E. Cordula; Y Melo & K.Pinheiro,E. Cordula,Y  Melo | K. Pinheiro,309,23/VI/2007,2007-06-23,N/A,Leguminosae - Papilionoideae,Ancistrotropis peduncularis (Fawcett & Rendle) A. Delgado,G. P. Lewis,12.2012,N/A,Brazil,Pernambuco,N/A,Mirandiba,Serra das Umburanas,Serra das Umburanas,"Caatinga arbórea-arbustiva densa, solo derivado de embasamento cristalino",rocks,457 m,Lat.: 8°12' S Long.: 38°32',N/A,Mix of Handwritten and Typed,no type status
https://zenodo.org/record/1485174/files/EIG.6763.jpg,EIG.6763,Ilkka Kukkonen,I. Kukkonen,N/A,11003,13. Sept. 1981,1981-09-13,N/A,Arthropteris tenella (Forst. F.) J.Sm.,Arthropteris tenella (Forst. F.) J.Sm.,J. Sarvela,1982,N/A,Australia,Queensland,N/A,N/A,"Atherton Tableland, Lamin's Hill, E. of Malanda","Atherton Tableland, Lamin's Hill, east of Malanda",Patch of rain forest,N/A,N/A,N/A,1459190,Mix of Handwritten and Typed,no type status
https://zenodo.org/record/1486594/files/K001046329.jpg,K001046329,G.Pabst,G. Pabst,N/A,5421,7.9.60,1960-09-07,N/A,Avicennia tomentosa,Avicennia tomentosa,A.P.Duarte,23.9.60,N/A,Brazil,Rio de Janeiro,N/A,N/A,"Guanabara, próximo ao Jóquei Club da Ilha do Governador","Guanabara, próximo ao Jóquei Clube, Ilha do Governador",Mangue,N/A,N/A,N/A,N/A,Typed,no type status
https://zenodo.org/record/1486540/files/K000964719.jpg,K000964719,W. Hoehne,W. Hoehne,N/A,s.n.,13/9/33,1933-09-13,N/A,Cestrum corymbosum Schlecht.,Cestrum corymbosum Schlecht.,M.Kuhlmann,N/A,N/A,Brazil,São Paulo,N/A,São Paulo,Cantareiras. São Paulo,Cantareiras São Paulo,N/A,N/A,N/A,N/A,10228,Typed,no type status
https://zenodo.org/record/1485130/files/EIG.5460.jpg,EIG.5460,H. Eggert,H. Eggert,N/A,s.n.,17 May '78,1878-05-17,N/A,Cystopteris bulbifera (L) Bernh,Cystopteris bulbifera (L) Bernh,N/A,N/A,N/A,United States,Illinois,N/A,N/A,Bluffs in Illinois,[precise locality unknown],Bluffs,N/A,N/A,N/A,H1126455,Mix of Handwritten and Typed,no type status
https://zenodo.org/record/1485102/files/EIG.435.jpg,EIG.435,Ilkka Kukkonen,I. Kukkonen,N/A,12608,08.XI.1982,1982-11-08,N/A,Dryopteris inaequalis (Schlechtend.) O. Kuntze,Dryopteris inaequalis (Schlechtend.) O. Kuntze,J. Sarvela,1983,N/A,Ethiopia,Bale,N/A,N/A,Saneti plateau and Mount Batu. On the way to Saneti plateau from Robe,"Saneti plateau and Mount Batu, on the way to Saneti plateau from Robe","In alpine belt dominated by Festuca schefflerii, Euryops prostrata, Anthemis tigrensis. Steep forested slope of a river canyon, e.g. Juniperus procera. Pastured slope",N/A,ca. 3400 m,06°55'N; 39°40'E,H1489739,Mix of Handwritten and Typed,no type status
https://zenodo.org/record/1484126/files/E00570050.jpg,E00570050,"Vallejo-Marin, M., Lye, G., Barragán, D., Vallejo, M.A., Marin, C., Vallejo, I.",M. Vallejo-Marin,G. Lye | D. Barragán | M. A. Vallejo | C. Marin | I. Vallejo,11-LED-seed,27 August 2011,2011-08-27,N/A,Mimulus peregrinus sp. nov.,Mimulus peregrinus Vall.-Marin,N/A,N/A,N/A,Scotland,South Lanarkshire,N/A,N/A,"British Isles, v.c. 77, Shortcleuch Water, Leadhills","British Isles, v.c. 77, Shortcleuch Water, Leadhills",Occuring on the banks of a stream on substrate of sand and shingle,rock,360 m,"OS Grid reference: NS 9029 1578. WGS84 coordinates: N 55.4237°, W 3.7349°",N/A,Typed,Holotype
https://zenodo.org/record/1485964/files/K000773283.jpg,K000773283,B. T. Lowne,B. T. Lowne,N/A,1053,Aug. 9th 1902,1902-08-09,N/A,Monotropa hypopithys,Monotropa hypopithys,N/A,N/A,N/A,England,Surrey,N/A,N/A,Reigate Hill,Reigate Hill,N/A,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://zenodo.org/record/1480969/files/BR0000006918378.jpg,BR0000006918378,Bart Van de Vijver,B. Van de Vijver,N/A,s.n.,25/04/2007,2007-04-25,N/A,Ophrys oestrifera subsp. garganensis Van de Vijver & W. Van Looken,Ophrys oestrifera subsp. montis-gargani,N/A,N/A,N/A,Italy,N/A,N/A,N/A,"Promontorio del Gargano, Madonna di Loreto. Behind the Chapel of Madonna di Loreto","Promontorio del Gargano, Madonna di Loreto, behind the Chapel of Madonna di Loreto",Macchia-shrub with Cistus and Pinus,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://zenodo.org/record/1486710/files/K001207911.jpg,K001207911,"G. Hatschbach, O. Guimaraes",G. Hatschbach,O. Guimaraes,20590,9/XII/968,1968-12-09,N/A,Pfaffia glabratoides Ssgth.,Pfaffia glabratoides Ssgth.,T.M.Pedersen,971,N/A,Brazil,Paraná,N/A,Laranjeiras do Sul,"Rio Iguaçu,prox.a barra do Perdido(mun. Laranjeiras do Sul)Paraná","Rio Iguaçu, próximo a barra do Perdido","Terreno arenoso, margens de rio",soil,N/A,N/A,N/A,Typed,no type status
https://zenodo.org/record/1485807/files/K000263710.jpg,K000263710,"J. J. de Wilde,Sosef & van Nek",J. J. de Wilde,Sosef| van Nek,10130,22-1-1991,1991-01-22,N/A,Rhynchosia gabonensis Jongkind,Rhynchosia gabonensis Jongkind,N/A,N/A,N/A,Gabon,N/A,N/A,N/A,About 10 km. on the road from Tchimbélé to Assok,About 10 kilometers on the road from Tchimbélé to Assok,In tree in roadside,tree,± 580 m,"0 04 N., 10 23 E.",N/A,Typed,Isotype
https://zenodo.org/record/1480461/files/BM000934757.jpg,BM000934757,Wilhelm Suksdorf,W. Suksdorf,N/A,12045,3. Aug. 1926,1926-08-03,N/A,Solanum triflorum Nutt.,Solanum triflorum Nutt.,T. Särkinen,2014,N/A,United States,Washington,Klickitat,Bingen,Bingen,[precise locality unknown],High sandy river bank,soil,N/A,N/A,N/A,Typed,no type status
https://zenodo.org/record/1485887/files/K000536956.jpg,K000536956,J. Francis Macbride,J. F. Macbride,N/A,5734,"Aug. 27-Sept. 1, 1923",1923-08-27,1923-09-01,Tococa undabunda Macbr.,Tococa undabunda J. F. Macbr.,F. A. Michelangeli,2008,N/A,Peru,N/A,N/A,N/A,"La Merced, Hacienda Schunke Peru","La Merced, Hacienda Schunke",Montaña slope,N/A,about 4000 feet,N/A,N/A,Mix of Handwritten and Typed,Isotype
https://zenodo.org/record/1479535/files/B%2010%200375227.jpg,B 10 0375227,"X. Cornejo, C. Bonifaz",X. Cornejo,C. Bonifaz,5822,"Oct. 27, 1997",1997-10-27,N/A,Capparis sclerophylla Iltis nov.sp.,Capparis sclerophylla Iltis nov.sp.,N/A,N/A,N/A,Ecuador,Manabí,N/A,Bahía de Caráquez,Bahía de Caráquez a 8 Km.Alrededores de Universidad Católica,8 kilometros alrededores de Universidad Católica,"Bosque seco tropical deciduo, fuertemente intervenido",N/A,30 m,"latitud -00, longitud 45 -80.32",N/A,Typed,Isotype
https://zenodo.org/record/1479341/files/B%2010%200185601.jpg,B 10 0185601,M. l'Abbé Delavay,M. l'Abbé Delavay,N/A,s.n.,2 April 1887,1887-04-02,N/A,Gentiana albescens Franch.,Gentiana albescens Franch.,N/A,N/A,N/A,China,Yunnan,N/A,N/A,Prope Mo-so-yn,Prope Mo-so-yn,In collibus,N/A,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status
https://zenodo.org/record/1479171/files/B%2010%200030508.jpg,B 10 0030508,Winfried Meier y Silvia Llamozas,W. Meier,S. Llamozas,3685,16-19 de abril 1993,1993-04-16,1993-04-19,Malmea diclina vel aff.,Klarobelia subglobosa,Chatrou,N/A,N/A,Venezuela,Miranda,N/A,N/A,"Parque Nacional ""El Avila"", Distrito Federal: Cordillera de la Costa: excursión Guatire-Caruao: ruta: Fila Juan Torres-Río Brazo Grande-Fila Maestra-Río Caruao-población San Jorge de Caruao, Fila Jabillar","Parque Nacional El Avila, Cordillera de la Costa, excursión Guatire-Carauao, ruta a Fila Juan Torres-Río Brazo Grande-Fila Maestra-Río Caruao-San Jorge de Caruao, Fila Jabillar",En selva,N/A,500 msnm,"lat.: 10° 34'N, long.: 66° 23'O",N/A,Mix of Handwritten and Typed,Isotype
https://zenodo.org/record/1479203/files/B%2010%200069251.jpg,B 10 0069251,Kessler,Kessler,N/A,283,21.12.1988,1988-12-21,N/A,Mallotus paniculatus,Mallotus paniculatus,P. J. A. Kessler,N/A,N/A,Malaysia,Sarawak,N/A,N/A,"1st Division, Base of Gunung Pueh","First Division, base of Gunung Pueh",Secondary vegetation along road,N/A,up to 200 m.,N/A,N/A,Typed,no type status
https://zenodo.org/record/1479479/files/B%2010%200279821.jpg,B 10 0279821,M. Jacobs,M. Jacobs,N/A,5005,Aug. 1 1958,1958-08-01,N/A,Piptospatha,Piptospatha grabowskii (Engl.) Engl.,N/A,N/A,N/A,Malaysia,Sarawak,N/A,N/A,"1st div., N.slopes of Mount Penrissen (S. of Kuching)","First Division, northern slopes of Mount Penrissen (south of Kuching)",Primary forest on sandstone substratum,stone,c. 700-900 m,"1°5' N., 110°15' E.",N/A,Mix of Handwritten and Typed,no type status
https://zenodo.org/record/1479168/files/B%2010%200030420.jpg,B 10 0030420,"P.J.M. & H. Maas, L. Kollmann",P. J. M. Maas,H. Maas | L. Kollmann,8833,2/16/99,1999-02-16,N/A,Pseodoxandra sp. nov.,Pseudoxandra spiritus-sancti Maas,P. J. M. Maas,2001,N/A,Brazil,Espírito Santo,N/A,Santa Teresa,"Municipio de Santa Teresa, Estaçao Biológica de Santa Lúcia",Estaçao Biológica de Santa Lúcia,"High forest, on brown sand; vegetation with many Palmae and terrestrial and epiphytic Bromeliaceae",soil,800 m,19° 58'S 40° 32'W,N/A,Typed,Isotype
https://zenodo.org/record/1479553/files/B%2010%200385068.jpg,B 10 0385068,"R. Berazaín, J. Bisse, M. A. Díaz, H. Dietrich, L. González Géigel, J. Gutiérrez, E. Köhler, L. Lepper, U. Rändel, H. Schaarschmidt",R. Berazaín,J. Bisse | M. A. Díaz | H. Dietrich | L. González Géigel | J. Gutiérrez | E. Köhler | L. Lepper | U. Rändel | H. Schaarschmidt,HFC39098,09-II-1979,1979-02-09,N/A,N/A,Sterandrium pallidum H. Dietr.,H. Manitz,2007,N/A,Cuba,Guantánamo,N/A,San Antonio del Sur,Mun. San Antonio del Sur: Abra de Mariana,Abra de Mariana,Loma al oeste del barranco,N/A,N/A,"Coordenadas de l acuadrícula (Cuba 1:250000): 16/71 [""15/70""]",N/A,Mix of Handwritten and Typed,Isotype
