accessURI,catalogNumber,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,"Based on the visible herbarium label, here's the transcription following your specified format",Error 529,"Based on the herbarium label images, here is the transcription following your specified format"
https://fm-digital-assets.fieldmuseum.org/2539/897/C2079357F.jpg,C2079357F,"Ynes Mexia, No. 6377",Y. Mexia,N/A,6377,"Jan. 3, 1932",1932-01-03,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola (Spr.) Broth.,Bartram,N/A,N/A,Peru,Loreto,N/A,N/A,Above Pongo de Manseriche. Creek Inche.,Above Pongo de Manseriche. Creek Inche.,On rotten log,Alt. 215 m,N/A,870873|C2079357F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/898/C2079358F.jpg,C2079358F,"Ynes Mexia, No. 8070",Y. Mexia,N/A,8070,"May 14,1936",1936-05-14,N/A,Vesicularia amphibola (Spr.) Broth.,Vesicularia amphibola (Spr.) Broth.,Bartram,N/A,In mixture,Peru,Cuzco,La Convencion,N/A,Departamento Cuzco. Provincia La Convencion; upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,on rotten logs in virgin forest,Alt. 1800 m,N/A,1036318|C2079358F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/900/C2079359F.jpg,C2079359F,"Ynes Mexia, No. 8070",Y. Mexia,N/A,8070,"May 14,1936",1936-05-14,N/A,Vesicularia amphibola (Spr.) Froth. in mixture,Vesicularia amphibola (Spr.) Froth.,Bartram,N/A,N/A,Peru,Cuzco,La Convencion,N/A,Departamento Cuzco. Provincia La Convencion; upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,on rotten logs in virgin forest,Alt. 1800 m,N/A,1039122|C2079359F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/901/C2079360F.jpg,C2079360F,P. R. Reitz,P. R. Reitz,N/A,2.222,20.9.1949,1949-09-20,N/A,Vesicularia vesicularis (Schwaegr.) Broth.,Vesicularia vesicularis (Schwaegr.) Broth.,Bartram,1949,N/A,BRASIL,SANTA CATARINA,N/A,Brusque,"Azambuja, Brusque","Azambuja, Brusque","Epífito, da mata virgem",50 msm,N/A,HBR 5.468|C2079360F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/902/C2079361F.jpg,C2079361F,F. J. Hermann 25019,F. J. Hermann,N/A,25019,"December 19, 1972",1972-12-19,N/A,Vesicularia vesicularis (Schwaegr.) Broth.,Vesicularia vesicularis (Schwaegr.) Broth.,H. Robinson,N/A,N/A,Colombia,Santander,N/A,N/A,"On base of tree trunk, Paraguitas, alt. ca. 4000 ft., 1/4 mile NW","On base of tree trunk, Paraguitas, alt. ca. 4000 feet, 1/4 mile NW",On base of tree trunk,ca. 4000 ft.,N/A,1039101|C2079361F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2539/903/C2079362F.jpg,C2079362F,Legit RICHARD EVANS SCHULTES,R. E. Schultes,N/A,11107,"Dec., 1950",1950-12-00,N/A,Vesicularia vesicularis (Schwgr.) Broth.,Vesicularia vesicularis (Schwgr.) Broth.,D. Griffin III,N/A,N/A,Colombia,Intendencia del Meta,N/A,Villavicencio,alrededores de Villavicencio,alrededores de Villavicencio,N/A,Alt 500 m,N/A,No 1055509|C2079362F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/815/C2079715F.jpg,C2079715F,"leg.: J.-P. Frahm, P. Geissler, S.R. Gradstein, G. Philippi, W. Schultze-Motel",J.-P. Frahm,P. Geissler|S.R. Gradstein|G. Philippi|W. Schultze-Motel,875,4.9.1982,1982-09-04,N/A,Entodon jamesonii (Tayl.) Mitt.,Entodon jamesonii (Tayl.) Mitt.,W. Schultze-Motel,N/A,N/A,PERU,Amazonas,Chachapoyas,N/A,"Dep. Amazonas, Prov. Chachapoyas, Straße Chachapoyas-Cajamarca oberhalb Leimebamba km 417, s-exponierter Hang, hochandiner Regenwald auf Kalkstein","Dep. Amazonas, Prov. Chachapoyas, Straße Chachapoyas-Cajamarca oberhalb Leimebamba km 417, s-exponierter Hang, hochandiner Regenwald auf Kalkstein",hochandiner Regenwald auf Kalkstein,2800 msm,N/A,1076822|1041230,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/817/C2079716F.jpg,C2079716F,"PAUL C. HUTCHISON, J. KENNETH WRIGHT",P. C. Hutchison,J. K. Wright,4806,1 April 1964,1964-04-01,N/A,Entodon jamesoni (Tayl.) Mitt.,Entodon jamesoni (Tayl.) Mitt.,H. Robinson,1966,N/A,PERU,Amazonas,Chachapoyas,N/A,"Cerros Calla Calla, east side, 5 km. above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)","Cerros Calla Calla, east side, 5 kilometers above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)",N/A,Altitude 2400 m,N/A,C2079716F|1012181,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/820/C2079717F.jpg,C2079717F,leg. Dana Griffin III,Dana Griffin III,N/A,PV-966,20 febr. 1985,1985-02-20,N/A,Entodon jamesoni (tayl.) Broth.,Entodon jamesoni (tayl.) Broth.,Dana Griffin III,N/A,N/A,Venezuela,Merida,N/A,N/A,"páramo de Los Granates, finca de Los Granates, a lo largo del río de Los Granates y en las lomas cercanas. Alt. 3.000-3.100 m","páramo de Los Granates, finca de Los Granates, a lo largo del río de Los Granates y en las lomas cercanas","Sobre roca + seca, a sombra",3.000-3.100 m,N/A,1064416|C2079717F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/822/C2079718F.jpg,C2079718F,"Ynes Mexia, No. 5687",Y. Mexia,N/A,5687,"April 21, 1931",1931-04-21,N/A,Entodon Lindbergii Hpe.,Entodon Lindbergii Hpe.,Bartram,N/A,N/A,Brazil,Minas Geraes,N/A,Corinto,Fazenda do Diamante. Campo Tiririca.,Fazenda do Diamante. Campo Tiririca.,Base of living tree in shade,Alt. 590 m,N/A,870818|C2079718F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/825/C2079719F.jpg,C2079719F,Musci Amazonici et Andini ex coll. R. Spruce,R. Spruce,N/A,1023,s.d.,0000-00-00,N/A,Entodon longisetus. Hook.,Entodon longisetus Hook.,W. Mitten,N/A,N/A,N/A,Andes Quitenses,N/A,Baños,Andes Quitenses. Baños,Andes Quitenses. Baños,N/A,N/A,N/A,1078203,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/827/C2079720F.jpg,C2079720F,"Marko Lewis, no. 79-590",Marko Lewis,N/A,79-590,8 February 1979,1979-02-08,N/A,Entodon cf. nano-climacium C.M. (= E. micans Herz.),Entodon cf. nano-climacium C.M.,W. Buck,1980,E. micans Herz.,Bolivia,Tarija,Méndez/Cercado/Avilés,N/A,"DEPTO. TARIJA, PROV. MÉNDEZ/PROV. CERCADO/PROV. AVILÉS: Canyon 5 mi. SW of Tablada, SW of Tarija, 21° 36' S., 64° 48' W.","Canyon 5 miles SW of Tablada, SW of Tarija",Bank of creek,2160 m,"21° 36' S., 64° 48' W.",1078763|C2079720F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/829/C2079721F.jpg,C2079721F,"Marko Lewis, no. 79-1220",Marko Lewis,N/A,79-1220,22 March 1979,1979-03-22,N/A,Entodon nano-climacium C.M. (= E. micans Herz.),Entodon nano-climacium C.M.,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,"Near large red outcrop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W.",Near large red outcrop 2 miles from Sorata down Río Consata,Very shady ground along creek in humid shrubs,2600 m,"15° 41' S., 68° 43' W.",1078799|1046765|C2079721F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/831/C2079722F.jpg,C2079722F,COLLECTED BY HARRY WARD FOOTE,H. W. Foote,N/A,s.n.,Sep. 3,1911-09-03,N/A,Entodon platygyrioides C.M.,Entodon platygyrioides C.M.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"On rocks above San Miguel, 6000ft.","On rocks above San Miguel, 6000 feet",On rocks,6000ft.,N/A,N/A,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/835/C2079723F.jpg,C2079723F,"Marko Lewis, no. 79-1346",Marko Lewis,N/A,79-1346,1 April 1979,1979-04-01,N/A,cf. Entodon polycarpus,Entodon polycarpus,W. Buck,1980,N/A,Bolivia,La Paz,Larecaja,N/A,"DEPTO. LA PAZ, PROV. LARECAJA: Between Abra Huallata and waterfall at Millipaya, 15° 51' S., 68° 39' W",Between Abra Huallata and waterfall at Millipaya,"Waterfall ravine, highest extension of shrubs",3780 m,"15° 51' S., 68° 39' W",N° 107875|1046746|C2079723F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/837/C2079595F.jpg,C2079595F,H. Roivainen,H. Roivainen,N/A,2095,25.1.1970,1970-01-25,N/A,Isopterygium pulchellum (Hedw.) Jaeg.,Isopterygium pulchellum (Hedw.) Jaeg.,R. Ochyra,1996,Nothofagus pumilio,Argentina,Tierra del Fuego,N/A,Ushuaia,"Tierra del Fuego australis, Ushuaia, Arroyo Grande (54°47'S,68°17'W), en fisuras de roca y en raizes humoso-arcillosos de Nothofagus pumilio, en orilla de la cascada,150 m s.m.,bastante copiosamente","Tierra del Fuego australis, Ushuaia, Arroyo Grande, en fisuras de roca y en raizes humoso-arcillosos de Nothofagus pumilio, en orilla de la cascada,150 meters s.m.,bastante copiosamente","en fisuras de roca y en raizes humoso-arcillosos de Nothofagus pumilio, en orilla de la cascada, bastante copiosamente",150 m s.m.,"54°47'S,68°17'W",1182417 | C2079595F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/839/C2079596F.jpg,C2079596F,H. Roivainen,H. Roivainen,N/A,1352,24.12.1969,1969-12-24,N/A,Isopterygium pulchellum (Brid.) Jaeg.,Isopterygium pulchellum (Brid.) Jaeg.,R. Ochyra,1996,N/A,Argentina,Tierra del Fuego,N/A,Ushuaia,"Tierra del Fuego australis, Ushuaia, Valle del Río Pipo (54°46'S, 68°20'W), suelo humoso húmedo en el pendiente del río, 300 m s.m., bastante copiosamente","Tierra del Fuego australis, Ushuaia, Valle del Río Pipo, suelo humoso húmedo en el pendiente del río, 300 meters s.m., bastante copiosamente",suelo humoso húmedo en el pendiente del río,300 m s.m.,"54°46'S, 68°20'W",No 1182415|C2079596F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/842/C2079597F.jpg,C2079597F,leg. E. P. Killip & A. C. Smith,E. P. Killip,A. C. Smith,14871,"November 29, 1926",1926-11-29,N/A,Isopterygium stigmocarpum (C.M.) Par.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,COLOMBIA,Santander,N/A,N/A,"between Puerto Wilches and Puerto Santos, alt. 110-115 m.","between Puerto Wilches and Puerto Santos, alt. 110-115 meters",N/A,110-115 m.,N/A,3040009,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/844/C2079598F.jpg,C2079598F,Legit RICHARD EVANS SCHULTES,R. E. Schultes,N/A,11110,"Dec., 1950",1950-12-00,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,D. Griffin III,N/A,N/A,Colombia,Meta,N/A,Villavicencio,Intendencia del Meta: alrededores de Villavicencio,alrededores de Villavicencio,N/A,Alt. 500 m,N/A,1055473,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/846/C2079599F.jpg,C2079599F,D.C.Geijskes,D. C. Geijskes,N/A,s.n.,29 - 9 - 1952,1952-09-29,N/A,Isopterygium tenerum(Sw.)Mitt.,Isopterygium tenerum(Sw.)Mitt.,H. R. Zielman,N/A,N/A,Surinam,N/A,N/A,N/A,Marowijne River; Armina Falls,Marowijne River; Armina Falls,"Rainforest On roots and rocks on bank of river, shad",N/A,N/A,1073518|1040096,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/848/C2079600F.jpg,C2079600F,"Ynes Mexia, No. 4841",Y. Mexia,N/A,4841,"July 6, 1930",1930-07-06,N/A,Isopterygium brachyneuron (C.M.)Mitt. ex p.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,Agricultural College land. Horticultural Hill. Cut over woods near base.,Agricultural College land. Horticultural Hill. Cut over woods near base.,On rotting log. Abundant.,Alt. 670 m,N/A,C2079600F|1039979,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/851/C2079601F.jpg,C2079601F,"Ynes Mexia, No. 4888",Ynes Mexia,N/A,4888,"July 21, 1930",1930-07-21,N/A,Isopterygium laxum (Hpe.) Broth.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,Viçosa,Viçosa Agricultural College lands. Corriga Riberro. Shady streambank. On rotten wood.,Viçosa Agricultural College lands. Corriga Riberro. Shady streambank. On rotten wood.,Shady streambank. On rotten wood.,Alt. 675 m.,N/A,873365|C2079601F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/853/C2079602F.jpg,C2079602F,"Ynes Mexia, No. 5306",Y. Mexia,N/A,5306,"Dec. 8, 1930",1930-12-08,N/A,Isopterygium brachyneuron (C.M.) Mitt.,Isopterygium tenerum (Sw.)Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,Road to São Miguel. About 1m. O. Dense forest. On rotten log. In fruit.,Road to São Miguel. About 1 miles O. Dense forest. On rotten log. In fruit.,Dense forest. On rotten log. In fruit.,Alt. 710 m.,N/A,870841|C2079602F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/855/C2079603F.jpg,C2079603F,"Ynes Mexia, No. 5441",Y. Mexia,N/A,5441,"Dec. 23, 1930",1930-12-23,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,Viçosa,"Viçosa Agricultural College lands. Base of Horticultural Hill. On rotting log, in woods. Abundant.","Viçosa Agricultural College lands. Base of Horticultural Hill. On rotting log, in woods. Abundant.","On rotting log, in woods. Abundant.",Alt. 670 m.,N/A,870823|1796006|C2079603F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/857/C2079604F.jpg,C2079604F,"H. S. Irwin, R. M. Harley, G. L. Smith",H. S. Irwin,R. M. Harley | G. L. Smith,31332,2 March 1971,1971-03-02,N/A,ISOPTERYGIUM TENERUM (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,Coccoloba sp.,Brasil,Bahia,N/A,Barreiras,Valley of the Rio das Ondas,"On the bark and exposed roots of Coccoloba sp, and on adjacent soil, at river bank. Cut-over gallery forest and adjacent cerrado, ca. 10km W. of Barreiras, elev. ca. 500m","On the bark and exposed roots of Coccoloba sp, and on adjacent soil, at river bank. Cut-over gallery forest and adjacent cerrado",ca. 500m,N/A,1059328 | C2079604F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/863/C2079606F.jpg,C2079606F,"Ynes Mexia, No. 4884",Y. Mexia,N/A,4884,"July 21, 1930",1930-07-21,N/A,Isopterygium curvicollum (C.M.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,Viçosa,Viçosa Agricultural College lands. Corrigo Riberro.,Viçosa Agricultural College lands. Corrigo Riberro.,"Shady streambank, on rotten log. Abundant.",Alt. 675 m.,N/A,870845|C2079606F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/865/C2079607F.jpg,C2079607F,"Ynes Mexia, No. 4698",Ynes Mexia,N/A,4698,"May 14, 1930",1930-05-14,N/A,Isopterygium curvicollum (C.M.) Mitt. Ex P.,Isopterygium tenerum (Sw.) Mitt.,R.R. Ireland,19 88,N/A,Brazil,Minas Geraes,N/A,Viçosa,Fazenda de Cresiuma. Wood on slope. On rotten log.,Fazenda de Cresiuma. Wood on slope. On rotten log.,On rotten log,Alt. 700 m,N/A,870839|C2079607F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/868/C2079608F.jpg,C2079608F,"Ynes Mexia, No. 4884",Y. Mexia,N/A,4884,"July 21, 1930",1930-07-21,N/A,Isopterygium curvicollum (C.M.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,Viçosa,Viçosa Agricultural College lands. Corrige Riberro.,Viçosa Agricultural College lands. Corrige Riberro.,"Shady streambank, on rotten log. Abundant.",Alt. 675 m.,N/A,1039977|C2079608F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/870/C2079609F.jpg,C2079609F,"Ynes Mexia, No. 4545",Y. Mexia,N/A,4545,"March 31, 1930",1930-03-31,N/A,Isopterygium curvicollum (C.M.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Gerais,N/A,Viçosa,"Road to São Miguel. Near stream ""Turca."" Cut over woods on slope. On rotting tree trunk","Road to São Miguel. Near stream ""Turca."" Cut over woods on slope. On rotting tree trunk",On rotting tree trunk,Alt. 710 m,N/A,1039978,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/875/C2079611F.jpg,C2079611F,"leg. V. Schiffner, det. V. F. Brotherus",V. Schiffner,N/A,2898,m. Jul. fr.,0000-07-00,N/A,Isopterygium aurantiacum (C.M.) Broth.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brasilia,São Paulo,N/A,Cerqueira-Cesar,"prope urbem Cerqueira-Cesar, in palude, c. 500 m. s. m.","prope urbem Cerqueira-Cesar, in palude, c. 500 meters s. m.",in palude,c. 500 m. s. m.,N/A,1012176|C2079611F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/877/C2079856F.jpg,C2079856F,"Ynes Mexia, No. 4841",Y. Mexia,N/A,4841,"July 6, 1930",1930-07-06,N/A,Isopterygium brachyneuron (C.M.) Mitt.ex p,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,Brazil,Minas Geraes,N/A,Viçosa,Viçosa Agricultural College lands. Horticultural Hill. Cut over woods near base.,Viçosa Agricultural College lands. Horticultural Hill. Cut over woods near base.,On rotting log. Abundant.,Alt. 670 m,N/A,870837|C2079856F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/879/C2079858F.jpg,C2079858F,"COLLECTED BY R. S. WILLIAMS, 1901-1902",R. S. Williams,N/A,2095,"Nov. 29, 1901",1901-11-29,N/A,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R. R. Ireland,1988,N/A,BOLIVIA,N/A,N/A,N/A,"San Buena Ventura, 190 meters, on bark","San Buena Ventura, 190 meters, on bark",on bark,190 meters,N/A,1039983|C2079858F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2542/881/C2079859F.jpg,C2079859F,"COLLECTED BY R. S. WILLIAMS, 1901-1902",R. S. Williams,N/A,2059,1901-1902,1901-00-00,1902-00-00,Isopterygium tenerum (Sw.) Mitt.,Isopterygium tenerum (Sw.) Mitt.,R. S. Williams,23 Jan. 1902,N/A,Bolivia,N/A,N/A,N/A,Tumupasa,Tumupasa,N/A,N/A,N/A,1017412|C2079859F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/919/C2010970F.jpg,C2010970F,leg. Hagen,Hagen,N/A,s.n.,27/7 1907,1907-07-27,N/A,Pogonatum urnigerum (L.) var. α humile (Wahlenb.),Pogonatum urnigerum (L.) var. α humile (Wahlenb.),N/A,N/A,N/A,Norvegia,Trondelag,Sundbygdens amt,Opdal,Vårstigen,Vårstigen,N/A,altit. mtr. 900,N/A,C2010970F,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/921/C2010972F.jpg,C2010972F,Herbarium of Elihu Hall,E. Hall,N/A,s.n.,s.d.,0000-00-00,N/A,Pogonatum umigerum Brid,Pogonatum umigerum Brid.,N/A,N/A,N/A,England,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,Z35534|C2010972F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/925/C2000534F.jpg,C2000534F,N/A,N/A,N/A,s.n.,1878,1878-00-00,N/A,Pogonatum urnigerum Par.,Pogonatum urnigerum Par.,N/A,N/A,N/A,N/A,Pyrenées,N/A,N/A,Gorge de Jeret,Gorge de Jeret,N/A,N/A,N/A,C2000534F,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/927/C2000536F.jpg,C2000536F,W.M.,W. Mitten,N/A,s.n.,Mch 1847,1847-03-00,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,England,Sussex,N/A,N/A,Hendey Hill Near Blackdown,Hendey Hill Near Blackdown,N/A,N/A,N/A,1096014,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/929/C2000538F.jpg,C2000538F,Ex. Herb: GEORGE E. HUNT,Holmes,N/A,s.n.,1879,1879-00-00,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,Vaccinium virgatum,N/A,Devon,N/A,Plymouth,Plymouth,Plymouth,N/A,N/A,N/A,1182972|C2000538F,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/933/C2000542F.jpg,C2000542F,leg Jeanpert,Jeanpert,N/A,s.n.,21/4/94,1894-04-21,N/A,Pogonatum urnigerum P.B,Pogonatum urnigerum P.B,N/A,N/A,N/A,N/A,N/A,N/A,Villers Cotterets,"Villers Cotterets route de Soissons, saussaie","Villers Cotterets route de Soissons, saussaie",sable,N/A,N/A,1058477,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/935/C2000932F.jpg,C2000932F,C. Müller Frib.,C. Müller,N/A,N/A,9. Sept. 1905,1905-09-09,N/A,Pogonatum urnigerum (L.) Pal. Beauv. c. fr.,Pogonatum urnigerum (L.) Pal. Beauv.,N/A,N/A,N/A,N/A,Baden,N/A,N/A,"auf Erde in Felsritzen zwischen Rinken und Seebrück am Feldberge, etwa 1250 m s. m.","auf Erde in Felsritzen zwischen Rinken und Seebrück am Feldberge, etwa 1250 meters",auf Erde in Felsritzen,etwa 1250 m s. m.,N/A,1194391|C2000932F,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/937/C2000934F.jpg,C2000934F,leg.Zd.Pilous,Zd. Pilous,N/A,214,V.1946,1946-05-00,N/A,Pogonatum urnigerum P.B.,Pogonatum urnigerum P.B.,N/A,N/A,N/A,Bohemia,Montes Krkonoše,N/A,Hoření Vrchlabí,"In declivis graminosis silvaticis prope pagum Hoření Vrchlabí, ca 580 m","In declivis graminosis silvaticis prope pagum Hoření Vrchlabí, ca 580 meters",In declivis graminosis silvaticis,ca 580 m,N/A,1270015,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/939/C2000936F.jpg,C2000936F,Collected in 1841-3 by James Thompson,James Thompson,N/A,1042,Sept. 2 1842,1842-09-02,N/A,Pogonatum urnigerum,Pogonatum urnigerum C. Müller,C. Müller,N/A,N/A,Scotland,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,1230970|C2000936F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/941/C2000938F.jpg,C2000938F,leg. Philippe,Philippe,N/A,s.n.,s.d.,0000-00-00,N/A,Pogonatum urnigerum,Pogonatum urnigerum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Peña de Rheuis,Peña de Rheuis,N/A,N/A,N/A,1058446,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/943/C2000940F.jpg,C2000940F,Herbarium of L. N. Johnson,L. N. Johnson,N/A,s.n.,1848,1848-00-00,N/A,"Pogonatum urnigerum, Breuv.","Pogonatum urnigerum, Breuv.",N/A,N/A,N/A,Germany,N/A,N/A,N/A,Marraques Fall,Marraques Fall,N/A,N/A,N/A,1159426,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/946/C2000943F.jpg,C2000943F,Leg. C. Jensen,C. Jensen,N/A,s.n.,25/10 1901,1901-10-25,N/A,Pogonatum urnigerum (Hedw.) PB.,Pogonatum urnigerum (Hedw.) PB.,N/A,N/A,N/A,Denmark,Sjælland,N/A,Hvalse,Magistratskoven by Hvalse in a gravel-pit,Magistratskoven by Hvalse in a gravel-pit,in a gravel-pit,N/A,N/A,N/A,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/948/C2000945F.jpg,C2000945F,Herbier Ed. Jeanpert,Ed. Jeanpert,N/A,s.n.,s.d.,0000-00-00,N/A,unsure and check,unsure and check,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,1058475,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/950/C2000947F.jpg,C2000947F,1876 leg. Restoin,Restoin,N/A,s.n.,1876,1876-00-00,N/A,Pogonatum urnigerum P.B.,Pogonatum urnigerum P.B.,N/A,N/A,N/A,N/A,manche,N/A,N/A,Sourdenal (manche),Sourdenal (manche),N/A,N/A,N/A,1058481,Handwritten,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/952/C2000949F.jpg,C2000949F,ex herb. George E. Hunt,G. E. Hunt,N/A,s.n.,s.d.,0000-00-00,N/A,Pogonatum aloides Bridel,Pogonatum aloides Bridel,N/A,N/A,N/A,SCOTLAND,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,1182976,Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/954/C2010614F.jpg,C2010614F,Leg. M. Onraedt,M. Onraedt,N/A,76.L.8693,Le 18.07.1976,1976-07-18,N/A,"Pogonatum urnigerum P. Beauv., Schimp. = Polytrichum urnigerum L.","Pogonatum urnigerum P. Beauv., Schimp.",M. Onraedt,N/A,Polytrichum urnigerum L.,Suisse,Canton du Valais,Val d'Hérens,La Forclaz,"Suisse: Canton du Valais, Val d'Hérens, à La Forclaz","Suisse: Canton du Valais, Val d'Hérens, à La Forclaz",sur talus ensoleillé; alt. Ca. 1750 m,alt. Ca. 1750 m,N/A,2010614F,Mix of Handwritten and Typed,no type status,,,
https://fm-digital-assets.fieldmuseum.org/2550/956/C2010616F.jpg,C2010616F,Leg. M. Onraedt,M. Onraedt,N/A,76.5.1580,Le 24/07/1976,1976-07-24,N/A,Pogonatum urnigerum P. Beauv. Schimp.,Pogonatum urnigerum P. Beauv. Schimp.,N/A,N/A,N/A,Suisse,Canton du Valais,Val d'Hérens,N/A,entre St. Martin et Mase,entre St. Martin et Mase,talus forestier,alt. 1600m,N/A,No. 1050867|C2010616F,Typed,no type status,,,
